# C1    C2   C3     C4      T
0.00 0.00 0.00 1023.00 3.00
0.00 0.00 0.00 1023.00 3.00
0.00 0.00 0.00 1023.00 3.00
0.00 0.00 0.00 1023.00 3.00
0.00 0.00 0.00 1023.00 3.00
0.00 0.00 0.00 1023.00 2.00
0.00 0.00 0.00 1023.00 2.00
0.00 0.00 0.00 1023.00 2.00
0.00 0.00 0.00 1023.00 2.00
0.00 0.00 0.00 1023.00 2.00
0.00 0.00 0.00 1023.00 2.00
0.00 0.00 0.00 1023.00 9.00
34.00 188.00 11.00 1023.00 88.00
70.00 955.00 35.00 1023.00 101.00
60.00 1023.00 29.00 1023.00 91.00
56.00 836.00 22.00 1023.00 81.00
51.00 971.00 26.00 1023.00 91.00
55.00 1023.00 30.00 1023.00 99.00
58.00 1023.00 30.00 1023.00 106.00
59.00 1023.00 31.00 1023.00 113.00
68.00 1023.00 32.00 1023.00 110.00
79.00 1023.00 34.00 1023.00 110.00
70.00 1023.00 33.00 1023.00 105.00
58.00 1023.00 29.00 1023.00 100.00
61.00 1023.00 31.00 1023.00 96.00
51.00 1023.00 33.00 1023.00 100.00
59.00 1023.00 33.00 1023.00 86.00
56.00 1023.00 34.00 1023.00 98.00
61.00 1023.00 38.00 1023.00 103.00
70.00 1023.00 35.00 1023.00 116.00
58.00 1023.00 36.00 1023.00 112.00
72.00 1023.00 36.00 1023.00 104.00
68.00 1023.00 38.00 1023.00 93.00
68.00 1023.00 36.00 1023.00 103.00
67.00 1023.00 32.00 1023.00 99.00
67.00 1023.00 34.00 1023.00 90.00
54.00 1023.00 36.00 1023.00 89.00
49.00 1023.00 32.00 1023.00 85.00
47.00 1023.00 29.00 1023.00 84.00
47.00 986.00 28.00 1023.00 86.00
47.00 979.00 27.00 1023.00 91.00
52.00 974.00 27.00 1023.00 91.00
52.00 979.00 28.00 1023.00 90.00
51.00 992.00 28.00 1023.00 87.00
51.00 990.00 28.00 1023.00 86.00
49.00 992.00 28.00 1023.00 85.00
48.00 992.00 28.00 1023.00 86.00
47.00 992.00 28.00 1023.00 86.00
47.00 990.00 28.00 1023.00 92.00
56.00 144.00 43.00 1023.00 96.00
82.00 85.00 33.00 1023.00 85.00
90.00 75.00 41.00 1023.00 65.00
82.00 72.00 47.00 1023.00 90.00
66.00 68.00 42.00 1023.00 63.00
80.00 51.00 29.00 1023.00 80.00
73.00 44.00 45.00 1023.00 76.00
89.00 67.00 53.00 1023.00 89.00
96.00 74.00 58.00 1023.00 90.00
98.00 69.00 55.00 1023.00 91.00
97.00 70.00 55.00 1023.00 89.00
87.00 70.00 49.00 1023.00 91.00
95.00 73.00 54.00 1023.00 90.00
98.00 75.00 53.00 1023.00 68.00
64.00 63.00 49.00 1023.00 86.00
87.00 46.00 34.00 1023.00 85.00
82.00 65.00 31.00 1023.00 83.00
82.00 47.00 43.00 1023.00 68.00
89.00 72.00 52.00 1023.00 95.00
96.00 75.00 29.00 1023.00 37.00
1.00 0.00 0.00 1023.00 0.00
0.00 0.00 0.00 1023.00 0.00
0.00 0.00 0.00 1023.00 0.00
0.00 0.00 0.00 1023.00 0.00
0.00 0.00 0.00 1023.00 0.00
0.00 0.00 0.00 1023.00 0.00
0.00 0.00 0.00 1023.00 0.00
0.00 0.00 0.00 1023.00 19.00
10.00 22.00 7.00 1023.00 59.00
39.00 51.00 26.00 1023.00 39.00
33.00 21.00 0.00 1023.00 0.00
0.00 0.00 0.00 1023.00 0.00
0.00 0.00 0.00 1023.00 0.00
0.00 0.00 66.00 1023.00 0.00
0.00 0.00 420.00 1023.00 7.00
0.00 0.00 680.00 1023.00 20.00
0.00 0.00 1023.00 1023.00 38.00
0.00 0.00 1023.00 1023.00 42.00
2.00 2.00 1023.00 1023.00 42.00
1.00 5.00 1023.00 1023.00 41.00
0.00 2.00 1023.00 1023.00 40.00
0.00 0.00 1023.00 1023.00 41.00
0.00 0.00 1023.00 1023.00 40.00
0.00 0.00 1023.00 1023.00 39.00
0.00 0.00 1023.00 1023.00 38.00
0.00 0.00 1023.00 1023.00 37.00
0.00 0.00 1023.00 1023.00 36.00
0.00 0.00 1023.00 1023.00 36.00
3.00 12.00 62.00 1023.00 29.00
32.00 38.00 18.00 1023.00 6.00
0.00 0.00 6.00 1023.00 1.00
0.00 0.00 17.00 1023.00 0.00
0.00 0.00 17.00 1023.00 16.00
56.00 61.00 44.00 1023.00 103.00
739.00 77.00 44.00 1023.00 125.00
996.00 93.00 51.00 1023.00 138.00
1023.00 93.00 54.00 1023.00 140.00
1023.00 104.00 60.00 1023.00 140.00
1023.00 105.00 61.00 1023.00 149.00
1023.00 110.00 71.00 1023.00 162.00
1023.00 120.00 72.00 1023.00 156.00
1023.00 100.00 68.00 1023.00 157.00
1023.00 118.00 84.00 1023.00 151.00
1013.00 106.00 65.00 1023.00 124.00
916.00 78.00 52.00 1023.00 110.00
900.00 91.00 61.00 1023.00 511.00
979.00 144.00 76.00 1023.00 1023.00
1003.00 161.00 83.00 1023.00 1023.00
1010.00 169.00 87.00 1023.00 1023.00
1005.00 169.00 84.00 1023.00 1023.00
997.00 173.00 86.00 1023.00 1023.00
976.00 148.00 72.00 1023.00 1023.00
973.00 141.00 63.00 1023.00 1023.00
965.00 137.00 64.00 1023.00 1023.00
967.00 131.00 60.00 1023.00 1023.00
961.00 130.00 59.00 1023.00 1023.00
959.00 131.00 57.00 1023.00 1023.00
963.00 139.00 64.00 1023.00 1023.00
962.00 142.00 70.00 1023.00 1023.00
963.00 145.00 70.00 1023.00 1023.00
960.00 142.00 93.00 1023.00 1023.00
991.00 155.00 290.00 1023.00 1023.00
1000.00 153.00 359.00 1023.00 1023.00
1006.00 151.00 416.00 1023.00 1023.00
1005.00 149.00 405.00 1023.00 1023.00
1003.00 149.00 380.00 1023.00 1023.00
1000.00 157.00 387.00 1023.00 1023.00
1006.00 161.00 382.00 1023.00 1023.00
995.00 159.00 367.00 1023.00 1023.00
991.00 156.00 348.00 1023.00 1023.00
988.00 155.00 335.00 1023.00 1023.00
990.00 152.00 336.00 1023.00 1023.00
985.00 147.00 340.00 1023.00 1023.00
987.00 148.00 345.00 1023.00 1023.00
987.00 148.00 349.00 1023.00 1023.00
984.00 160.00 364.00 1023.00 1023.00
984.00 158.00 353.00 1023.00 1023.00
981.00 154.00 341.00 1023.00 1023.00
981.00 153.00 335.00 1023.00 1023.00
975.00 149.00 309.00 1023.00 1023.00
974.00 144.00 280.00 1023.00 1023.00
974.00 150.00 290.00 1023.00 1023.00
972.00 156.00 285.00 1023.00 1023.00
966.00 150.00 281.00 1023.00 1023.00
968.00 148.00 276.00 1023.00 1023.00
972.00 141.00 273.00 1023.00 1023.00
960.00 139.00 275.00 1023.00 1023.00
964.00 153.00 289.00 1023.00 1023.00
