# C1    C2   C3     C4      T
507.00 507.00 507.00 507.00 37.19
508.00 508.00 508.00 508.00 37.19
509.00 509.00 509.00 509.00 37.19
510.00 510.00 510.00 510.00 37.19
511.00 511.00 511.00 511.00 37.19
512.00 512.00 512.00 512.00 37.19
513.00 513.00 513.00 513.00 37.19
514.00 514.00 514.00 514.00 37.19
515.00 515.00 515.00 515.00 37.19
516.00 516.00 516.00 516.00 37.19
517.00 517.00 517.00 517.00 37.19
518.00 518.00 518.00 518.00 37.19
519.00 519.00 519.00 519.00 37.19
520.00 520.00 520.00 520.00 37.19
521.00 521.00 521.00 521.00 37.19
522.00 522.00 522.00 522.00 37.19
523.00 523.00 523.00 523.00 37.19
524.00 524.00 524.00 524.00 37.19
525.00 525.00 525.00 525.00 37.19
526.00 526.00 526.00 526.00 37.19
527.00 527.00 527.00 527.00 37.19
528.00 528.00 528.00 528.00 37.19
529.00 529.00 529.00 529.00 37.19
530.00 530.00 530.00 530.00 37.19
531.00 531.00 531.00 531.00 37.19
532.00 532.00 532.00 532.00 37.19
533.00 533.00 533.00 533.00 37.19
534.00 534.00 534.00 534.00 37.19
535.00 535.00 535.00 535.00 37.19
536.00 536.00 536.00 536.00 37.19
537.00 537.00 537.00 537.00 37.19
538.00 538.00 538.00 538.00 37.19
539.00 539.00 539.00 539.00 37.19
540.00 540.00 540.00 540.00 37.19
541.00 541.00 541.00 541.00 37.19
542.00 542.00 542.00 542.00 37.19
0.00 0.00 0.00 0.00 37.19
0.00 0.00 0.00 0.00 37.19
0.00 0.00 0.00 0.00 37.19
0.00 0.00 0.00 0.00 37.19
0.00 0.00 0.00 0.00 37.19
0.00 0.00 0.00 0.00 37.19
0.00 0.00 0.00 0.00 37.19
0.00 0.00 0.00 0.00 37.19
0.00 0.00 0.00 0.00 37.19
