Exported from: CypherGraph V1.21.0
Acquired by  : CypherGraph V1.21.0 | C60-0504-0348 V1.23.1 : 14/07/2017
Graph title  : Title
Points       : 294
Pen legend   : 14:41:38
Resonance    : N/A
Capacitance  : 9.53498365e-006 F at 1.12074003e+001 Hz
Frequency (Hz)	Impedance (Ohms)	Admittance (S)	Phase angle (Degrees)	Resistance (Ohms)	Reactance (S)	Conductance (S)	Susceptance (S)
9.99994043e+003	1.22195597e+001	8.18360094e-002	-9.26686192e+000	1.20600824e+001	-1.96775269e+000	8.07679691e-002	1.31783004e-002
9.76696973e+003	1.22599096e+001	8.15666698e-002	-9.44277382e+000	1.20937873e+001	-2.01139064e+000	8.04614378e-002	1.33820265e-002
9.53942285e+003	1.22195597e+001	8.18360094e-002	-9.66262817e+000	1.20462027e+001	-2.05100919e+000	8.06750149e-002	1.37358802e-002
9.31712305e+003	1.23003902e+001	8.12982336e-002	-9.88247871e+000	1.21178753e+001	-2.11108943e+000	8.00919188e-002	1.39530404e-002
9.10000879e+003	1.23003902e+001	8.12982336e-002	-1.01023302e+001	1.21096856e+001	-2.15757167e+000	8.00377897e-002	1.42602602e-002
8.88802148e+003	1.23003902e+001	8.12982336e-002	-1.03661203e+001	1.20996238e+001	-2.21330167e+000	7.99712873e-002	1.46286023e-002
8.68092285e+003	1.23003902e+001	8.12982336e-002	-1.05859604e+001	1.20910425e+001	-2.25971071e+000	7.99145698e-002	1.49353383e-002
8.47865234e+003	1.23003902e+001	8.12982336e-002	-1.08058004e+001	1.20822831e+001	-2.30608648e+000	7.98566758e-002	1.52418544e-002
8.28109180e+003	1.23817501e+001	8.07640270e-002	-1.10256395e+001	1.21532040e+001	-2.36798803e+000	7.92732603e-002	1.54459787e-002
8.08812158e+003	1.23817501e+001	8.07640270e-002	-1.12454700e+001	1.21440292e+001	-2.41459948e+000	7.92134144e-002	1.57500173e-002
7.89968213e+003	1.24226398e+001	8.04981882e-002	-1.14652996e+001	1.21747494e+001	-2.46930303e+000	7.88918685e-002	1.60009807e-002
7.71559424e+003	1.23817501e+001	8.07640270e-002	-1.16851301e+001	1.21251434e+001	-2.50771488e+000	7.90902254e-002	1.63573930e-002
7.53585791e+003	1.24226398e+001	8.04981882e-002	-1.20368004e+001	1.21495139e+001	-2.59061607e+000	7.87283437e-002	1.67870841e-002
7.36023535e+003	1.24226398e+001	8.04981882e-002	-1.23445101e+001	1.21354258e+001	-2.65582794e+000	7.86370530e-002	1.72096543e-002
7.18872607e+003	1.24636602e+001	8.02332526e-002	-1.25203896e+001	1.21672610e+001	-2.70195988e+000	7.83252193e-002	1.73935285e-002
7.02127051e+003	1.24636602e+001	8.02332526e-002	-1.27841501e+001	1.21546936e+001	-2.75794292e+000	7.82443187e-002	1.77539123e-002
6.85763037e+003	1.25048103e+001	7.99692257e-002	-1.30918598e+001	1.21797873e+001	-2.83250122e+000	7.78906783e-002	1.81140636e-002
6.69786475e+003	1.25460997e+001	7.97060463e-002	-1.33995705e+001	1.22045649e+001	-2.90744080e+000	7.75362576e-002	1.84711278e-002
6.54179541e+003	1.25460997e+001	7.97060463e-002	-1.36633301e+001	1.21910513e+001	-2.96359319e+000	7.74504050e-002	1.88278670e-002
6.38936279e+003	1.25460997e+001	7.97060463e-002	-1.39710302e+001	1.21749600e+001	-3.02902072e+000	7.73481758e-002	1.92435316e-002
6.24050684e+003	1.25875301e+001	7.94437026e-002	-1.43226805e+001	1.21962830e+001	-3.11393565e+000	7.69744240e-002	1.96529879e-002
6.09510840e+003	1.25875301e+001	7.94437026e-002	-1.45424900e+001	1.21842470e+001	-3.16070244e+000	7.68984610e-002	1.99481472e-002
5.95310791e+003	1.26290903e+001	7.91822669e-002	-1.49820204e+001	1.21997896e+001	-3.26482092e+000	7.64906239e-002	2.04698767e-002
5.81438623e+003	1.26707897e+001	7.89216791e-002	-1.52018204e+001	1.22274155e+001	-3.32253243e+000	7.61600646e-002	2.06948299e-002
5.67888379e+003	1.26707897e+001	7.89216791e-002	-1.56852999e+001	1.21989440e+001	-3.42559163e+000	7.59827259e-002	2.13367477e-002
5.54660059e+003	1.27126303e+001	7.86619274e-002	-1.59050999e+001	1.22259516e+001	-3.48383050e+000	7.56505066e-002	2.15568939e-002
5.41735742e+003	1.27545996e+001	7.84030886e-002	-1.63006802e+001	1.22418897e+001	-3.57993681e+000	7.52514381e-002	2.20060302e-002
5.29109521e+003	1.27545996e+001	7.84030886e-002	-1.66523094e+001	1.22196889e+001	-3.65499848e+000	7.51149689e-002	2.24674376e-002
5.16781348e+003	1.28389702e+001	7.78878668e-002	-1.69599991e+001	1.22805859e+001	-3.74517885e+000	7.45004177e-002	2.27202017e-002
5.04739307e+003	1.28813601e+001	7.76315541e-002	-1.73116302e+001	1.22978398e+001	-3.83308919e+000	7.41148771e-002	2.31007184e-002
4.92983447e+003	1.28813601e+001	7.76315541e-002	-1.76632595e+001	1.22740844e+001	-3.90848946e+000	7.39717111e-002	2.35551301e-002
4.81495850e+003	1.29238997e+001	7.73760264e-002	-1.81027699e+001	1.22841758e+001	-4.01574486e+000	7.35459681e-002	2.40424631e-002
4.70276514e+003	1.29665699e+001	7.71213982e-002	-1.85422897e+001	1.22934648e+001	-4.12342788e+000	7.31179644e-002	2.45249534e-002
4.59319482e+003	1.30093899e+001	7.68675556e-002	-1.88060207e+001	1.23148887e+001	-4.19377417e+000	7.27640112e-002	2.47794226e-002
4.48612793e+003	1.30523396e+001	7.66146173e-002	-1.92455292e+001	1.23229062e+001	-4.30227270e+000	7.23329898e-002	2.52534785e-002
4.38162500e+003	1.30954399e+001	7.63624595e-002	-1.97289906e+001	1.23267358e+001	-4.42064836e+000	7.18799725e-002	2.57777962e-002
4.27950586e+003	1.31386805e+001	7.61111440e-002	-2.00806103e+001	1.23399866e+001	-4.51105914e+000	7.14843854e-002	2.61321426e-002
4.17983154e+003	1.31386805e+001	7.61111440e-002	-2.03882809e+001	1.23155850e+001	-4.57725784e+000	7.13430294e-002	2.65156255e-002
4.08242236e+003	1.32255898e+001	7.56109950e-002	-2.08277893e+001	1.23613416e+001	-4.70249499e+000	7.06700685e-002	2.68842699e-002
3.98727856e+003	1.32692604e+001	7.53621505e-002	-2.13112392e+001	1.23619078e+001	-4.82250020e+000	7.02088832e-002	2.73891667e-002
3.89439990e+003	1.32692604e+001	7.53621505e-002	-2.17507496e+001	1.23245515e+001	-4.91718437e+000	6.99967200e-002	2.79269211e-002
3.80366748e+003	1.33130703e+001	7.51141531e-002	-2.21902504e+001	1.23270360e+001	-5.02812343e+000	6.95508132e-002	2.83693562e-002
3.71502173e+003	1.34897804e+001	7.41301910e-002	-2.26297607e+001	1.24512087e+001	-5.19052766e+000	6.84229433e-002	2.85234300e-002
3.62846216e+003	1.34453802e+001	7.43749886e-002	-2.31131992e+001	1.23661342e+001	-5.27797063e+000	6.84049894e-002	2.91958278e-002
3.54392969e+003	1.34897804e+001	7.41301910e-002	-2.35527000e+001	1.23659862e+001	-5.39041376e+000	6.79546214e-002	2.96218611e-002
3.46136426e+003	1.36238499e+001	7.34006914e-002	-2.39482594e+001	1.24510051e+001	-5.53007740e+000	6.70818011e-002	2.97941851e-002
3.38070679e+003	1.36688299e+001	7.31591516e-002	-2.44756508e+001	1.24405136e+001	-5.66308502e+000	6.65848817e-002	3.03103117e-002
3.30189697e+003	1.37139597e+001	7.29184001e-002	-2.49590893e+001	1.24332036e+001	-5.78689364e+000	6.61085009e-002	3.07694521e-002
3.22499512e+003	1.38046799e+001	7.24392025e-002	-2.53985806e+001	1.24704012e+001	-5.92100326e+000	6.54376579e-002	3.10700978e-002
3.14982202e+003	1.38502598e+001	7.22008118e-002	-2.59699192e+001	1.24517169e+001	-6.06501784e+000	6.49102678e-002	3.16166786e-002
3.07643701e+003	1.39418802e+001	7.17263370e-002	-2.64972992e+001	1.24773609e+001	-6.22024832e+000	6.41918722e-002	3.20011089e-002
3.00478101e+003	1.40340996e+001	7.12550167e-002	-2.69807396e+001	1.25066154e+001	-6.36714405e+000	6.34995556e-002	3.23277566e-002
2.93473486e+003	1.40804396e+001	7.10205101e-002	-2.74202309e+001	1.24985421e+001	-6.48422884e+000	6.30415571e-002	3.27058852e-002
2.86635767e+003	1.41735697e+001	7.05538564e-002	-2.79915600e+001	1.25154993e+001	-6.65224437e+000	6.23002362e-002	3.31138524e-002
2.79958984e+003	1.42203703e+001	7.03216568e-002	-2.85189400e+001	1.24948611e+001	-6.78950499e+000	6.17887801e-002	3.35750216e-002
2.73437231e+003	1.42673302e+001	7.00901982e-002	-2.90463200e+001	1.24728922e+001	-6.92702472e+000	6.12747777e-002	3.40299502e-002
2.67064502e+003	1.44567003e+001	6.91720778e-002	-2.95297508e+001	1.25787733e+001	-7.12535233e+000	6.01866172e-002	3.40932173e-002
2.60840796e+003	1.45044403e+001	6.89444045e-002	-3.01010799e+001	1.25484000e+001	-7.27436907e+000	5.96466978e-002	3.45774834e-002
2.54766138e+003	1.46485901e+001	6.82659556e-002	-3.07163506e+001	1.25934887e+001	-7.48232805e+000	5.86886886e-002	3.48694496e-002
2.48828589e+003	1.47454901e+001	6.78173458e-002	-3.12876701e+001	1.26010624e+001	-7.65785238e+000	5.79547105e-002	3.52199364e-002
2.43028149e+003	1.48430204e+001	6.73717323e-002	-3.18150501e+001	1.26129196e+001	-7.82492900e+000	5.72494156e-002	3.55169640e-002
2.37364819e+003	1.49412098e+001	6.69289846e-002	-3.23863716e+001	1.26171846e+001	-8.00289966e+000	5.65185393e-002	3.58489008e-002
2.31838623e+003	1.50400400e+001	6.64891848e-002	-3.29576912e+001	1.26196842e+001	-8.18207638e+000	5.57892476e-002	3.61714190e-002
2.26437598e+003	1.51395197e+001	6.60522936e-002	-3.34411201e+001	1.26332112e+001	-8.34308278e+000	5.51175067e-002	3.64000817e-002
2.21155811e+003	1.52396698e+001	6.56182196e-002	-3.41442719e+001	1.26127605e+001	-8.55370145e+000	5.43074029e-002	3.68301064e-002
2.16005151e+003	1.54419498e+001	6.47586613e-002	-3.46716385e+001	1.26998569e+001	-8.78450047e+000	5.32591896e-002	3.68394210e-002
2.10973730e+003	1.55954199e+001	6.41213900e-002	-3.51990089e+001	1.27438733e+001	-8.98948357e+000	5.23971060e-002	3.69607350e-002
2.06055591e+003	1.56469097e+001	6.39103835e-002	-3.59021683e+001	1.26743012e+001	-9.17539497e+000	5.17686536e-002	3.74772413e-002
2.01256665e+003	1.58024197e+001	6.32814481e-002	-3.64295387e+001	1.27144334e+001	-9.38401043e+000	5.09154782e-002	3.75786609e-002
1.96565051e+003	1.60121708e+001	6.24524940e-002	-3.69569092e+001	1.27951319e+001	-9.62674474e+000	4.99050320e-002	3.75473273e-002
1.91986694e+003	1.61180801e+001	6.20421286e-002	-3.75721703e+001	1.27749632e+001	-9.82816474e+000	4.91737169e-002	3.78308245e-002
1.87515649e+003	1.62247009e+001	6.16344181e-002	-3.82313690e+001	1.27447979e+001	-1.00404705e+001	4.84149572e-002	3.81417541e-002
1.83145947e+003	1.64400501e+001	6.08270651e-002	-3.87147903e+001	1.28276612e+001	-1.02823323e+001	4.74614721e-002	3.80439288e-002
1.78877588e+003	1.66034393e+001	6.02284852e-002	-3.94618912e+001	1.28186436e+001	-1.05525625e+001	4.64992505e-002	3.82791084e-002
1.74710583e+003	1.67684498e+001	5.96358049e-002	-4.00331993e+001	1.28391301e+001	-1.07859930e+001	4.56614576e-002	3.83596209e-002
1.70638953e+003	1.69351101e+001	5.90489223e-002	-4.06045189e+001	1.28574739e+001	-1.10219471e+001	4.48311215e-002	3.84310521e-002
1.66662695e+003	1.71034107e+001	5.84678703e-002	-4.11318817e+001	1.28822459e+001	-1.12505288e+001	4.40378529e-002	3.84598410e-002
1.62775867e+003	1.73304291e+001	5.77019758e-002	-4.17910805e+001	1.29212170e+001	-1.15492823e+001	4.30214249e-002	3.84535436e-002
1.58984424e+003	1.75026703e+001	5.71341392e-002	-4.24502792e+001	1.29145786e+001	-1.18134299e+001	4.21571862e-002	3.85626958e-002
1.55282385e+003	1.76766205e+001	5.65718996e-002	-4.30215912e+001	1.29233180e+001	-1.20602970e+001	4.13595262e-002	3.85975313e-002
1.51663831e+003	1.78523006e+001	5.60151893e-002	-4.36368408e+001	1.29202150e+001	-1.23196056e+001	4.05397772e-002	3.86552441e-002
1.48128723e+003	1.80297203e+001	5.54639774e-002	-4.41642113e+001	1.29335466e+001	-1.25616156e+001	3.97868590e-002	3.86427050e-002
1.44677075e+003	1.83293591e+001	5.45572814e-002	-4.47794609e+001	1.30106058e+001	-1.29108303e+001	3.87260287e-002	3.84290470e-002
1.41308887e+003	1.84505997e+001	5.41987804e-002	-4.53947182e+001	1.29563559e+001	-1.31361132e+001	3.80593965e-002	3.85874350e-002
1.38012231e+003	1.87572308e+001	5.33127738e-002	-4.59660187e+001	1.30378675e+001	-1.34850924e+001	3.70569029e-002	3.83280289e-002
1.34799036e+003	1.89436493e+001	5.27881394e-002	-4.65812798e+001	1.30204412e+001	-1.37597223e+001	3.62826010e-002	3.83426725e-002
1.31657385e+003	1.92584705e+001	5.19252034e-002	-4.71965294e+001	1.30858563e+001	-1.41297223e+001	3.52824357e-002	3.80969354e-002
1.28587268e+003	1.95140896e+001	5.12450246e-002	-4.77678299e+001	1.31161304e+001	-1.44487652e+001	3.44436477e-002	3.79432165e-002
1.25594653e+003	1.97080307e+001	5.07407369e-002	-4.83830910e+001	1.30890270e+001	-1.47337656e+001	3.36993017e-002	3.79338825e-002
1.22667615e+003	2.00355606e+001	4.99112563e-002	-4.88665009e+001	1.31797067e+001	-1.50903618e+001	3.28324090e-002	3.75921059e-002
1.19806140e+003	2.02346802e+001	4.94201041e-002	-4.94817505e+001	1.31462737e+001	-1.53823850e+001	3.21077581e-002	3.75691171e-002
1.17016199e+003	2.05032597e+001	4.87727326e-002	-5.00530510e+001	1.31646928e+001	-1.57186042e+001	3.13159007e-002	3.73910926e-002
1.14291846e+003	2.07754097e+001	4.81338281e-002	-5.05804100e+001	1.31922747e+001	-1.60493469e+001	3.05647249e-002	3.71841768e-002
1.11627100e+003	2.11206703e+001	4.73469821e-002	-5.11956596e+001	1.32355394e+001	-1.64591376e+001	2.96705946e-002	3.68970531e-002
1.09027942e+003	2.14010105e+001	4.67267655e-002	-5.17669716e+001	1.32442573e+001	-1.68104997e+001	2.89173870e-002	3.67038873e-002
1.06488379e+003	2.16850700e+001	4.61146770e-002	-5.23822212e+001	1.32363712e+001	-1.71767500e+001	2.81479829e-002	3.65274485e-002
1.04002478e+003	2.20454502e+001	4.53608337e-002	-5.28216782e+001	1.33220149e+001	-1.75649024e+001	2.74114475e-002	3.61416350e-002
1.01582147e+003	2.23380699e+001	4.47666250e-002	-5.34369316e+001	1.33069507e+001	-1.79419740e+001	2.66678041e-002	3.59566258e-002
9.92154785e+002	2.27092991e+001	4.40348245e-002	-5.39642906e+001	1.33596389e+001	-1.83638861e+001	2.59052185e-002	3.56087830e-002
9.69024597e+002	2.30107307e+001	4.34579854e-002	-5.45355911e+001	1.33507599e+001	-1.87416899e+001	2.52141984e-002	3.53954897e-002
9.46430908e+002	2.33931408e+001	4.27475733e-002	-5.50629501e+001	1.33966926e+001	-1.91772694e+001	2.44805135e-002	3.50436796e-002
9.24373779e+002	2.37819099e+001	4.20487674e-002	-5.55903015e+001	1.34393158e+001	-1.96205003e+001	2.37620386e-002	3.46909839e-002
9.02853088e+002	2.40975704e+001	4.14979594e-002	-5.61176605e+001	1.34341363e+001	-2.00054213e+001	2.31346660e-002	3.44509487e-002
8.81809387e+002	2.44980507e+001	4.08195743e-002	-5.66450195e+001	1.34696309e+001	-2.04627352e+001	2.24436060e-002	3.40957797e-002
8.61242615e+002	2.49051800e+001	4.01522896e-002	-5.71723709e+001	1.35014339e+001	-2.09279543e+001	2.17670976e-002	3.37401812e-002
8.41212280e+002	2.52357502e+001	3.96263235e-002	-5.76997299e+001	1.34848830e+001	-2.13307529e+001	2.11745769e-002	3.34945190e-002
8.21599304e+002	2.57398491e+001	3.88502666e-002	-5.81391907e+001	1.35869726e+001	-2.18617018e+001	2.05074050e-002	3.29968113e-002
8.02463196e+002	2.61676197e+001	3.82151686e-002	-5.87544289e+001	1.35733321e+001	-2.23720580e+001	1.98224821e-002	3.26721337e-002
7.83744507e+002	2.66025009e+001	3.75904507e-002	-5.91939011e+001	1.36240531e+001	-2.28490313e+001	1.92513590e-002	3.22866406e-002
7.65502625e+002	2.69556007e+001	3.70980417e-002	-5.96773109e+001	1.36090603e+001	-2.32679584e+001	1.87296693e-002	3.20228697e-002
7.47677979e+002	2.74940605e+001	3.63714919e-002	-6.01607094e+001	1.36801899e+001	-2.38490203e+001	1.80973238e-002	3.15495213e-002
7.30211121e+002	2.79509792e+001	3.57769219e-002	-6.06001816e+001	1.37211634e+001	-2.43513226e+001	1.75629265e-002	3.11694041e-002
7.13221191e+002	2.85093193e+001	3.50762496e-002	-6.10835800e+001	1.37852040e+001	-2.49549482e+001	1.69605332e-002	3.07031529e-002
6.96588928e+002	2.88877296e+001	3.46167737e-002	-6.15669899e+001	1.37543415e+001	-2.54031300e+001	1.64821165e-002	3.04411047e-002
6.80373901e+002	2.94647903e+001	3.39388127e-002	-6.20064507e+001	1.38299521e+001	-2.60174229e+001	1.59299336e-002	2.99679866e-002
6.64516602e+002	2.99544601e+001	3.33840101e-002	-6.24459190e+001	1.38565034e+001	-2.65568635e+001	1.54429640e-002	2.95974153e-002
6.49016907e+002	3.05528202e+001	3.27302028e-002	-6.29732704e+001	1.38833885e+001	-2.72162882e+001	1.48728045e-002	2.91558889e-002
6.33934570e+002	3.10605793e+001	3.21951497e-002	-6.33687897e+001	1.39227832e+001	-2.77653686e+001	1.44313499e-002	2.87795727e-002
6.19150391e+002	3.15767708e+001	3.16688494e-002	-6.38961411e+001	1.38937682e+001	-2.83558752e+001	1.39342827e-002	2.84385617e-002
6.04723816e+002	3.23138885e+001	3.09464458e-002	-6.42477112e+001	1.40397783e+001	-2.91045017e+001	1.34456501e-002	2.78728721e-002
5.90595276e+002	3.28509102e+001	3.04405569e-002	-6.46432266e+001	1.40685170e+001	-2.96860090e+001	1.30362748e-002	2.75078724e-002
5.76884094e+002	3.33968582e+001	2.99429364e-002	-6.50826874e+001	1.40704259e+001	-3.02881702e+001	1.26152546e-002	2.71557506e-002
5.63411316e+002	3.40639801e+001	2.93565225e-002	-6.54782028e+001	1.41378936e+001	-3.09915264e+001	1.21841133e-002	2.67086653e-002
5.50296326e+002	3.46300888e+001	2.88766225e-002	-6.58737183e+001	1.41550189e+001	-3.16050390e+001	1.18032945e-002	2.63541565e-002
5.37479309e+002	3.54384804e+001	2.82179142e-002	-6.62692337e+001	1.42618410e+001	-3.24420373e+001	1.13560006e-002	2.58319944e-002
